date,매매,분류,code,종목명,PER,PBR,ROE,현재가,연중최고가,연중최저가
2025/12/22/22:44,매수,실적호전주,67310,하나마이크론,,3.86,-7.0,25450,31100,-9030
2025/12/22/22:44,매수,실적호전주,72130,유엔젤,17.85,1.0,6.4,4945,6660,-4370
2025/12/22/22:44,매수,실적호전주,95660,네오위즈,231.12,1.01,0.5,25150,29100,-17720
2025/12/22/22:44,매수,실적호전주,96530,씨젠,,1.1,-2.0,24750,36650,-21450
2025/12/22/22:44,매수,실적호전주,105740,디케이락,48.59,0.77,1.6,10190,11540,-6800
2025/12/22/22:44,매수,실적호전주,333430,일승,111.05,5.07,4.6,6280,10430,-3570
2025/12/22/22:44,매수,실적호전주,356860,티엘비,169.86,5.4,3.3,62500,76900,-12310
2025/12/22/22:44,매수,실적호전주,377300,카카오페이,,3.46,-0.7,47850,114000,-25200
2025/12/22/22:44,매수,성장주,42700,한미반도체,80.76,17.78,27.4,127000,159200,-58200
2025/12/22/22:44,매수,성장주,297890,HB솔루션,,0.69,-9.2,2090,3475,-1999
2025/12/22/22:44,매수,성장주,425040,티이엠씨,12.8,0.88,7.2,7740,11440,-5920
2025/12/22/22:44,매수,수익성이좋은기업,42700,한미반도체,80.76,17.78,27.4,127000,159200,-58200
2025/12/22/22:44,매수,수익성이좋은기업,403870,HPSP,28.8,6.78,31.1,29950,38350,-21150
2025/12/22/22:44,매수,시총대비영업이익30%이상,97950,CJ제일제당,23.38,0.44,2.0,211500,272000,-205000
2025/12/23/11:36,매수,가치주,3350,한국화장품제조,9.76,2.98,36.5,49800,71300,-42250
2025/12/23/11:36,매수,가치주,43150,바텍,5.4,0.66,12.9,20050,24400,-18500
2025/12/23/11:36,매수,중소형저평가우량주,43150,바텍,5.4,0.66,12.9,20050,24400,-18500
2025/12/23/11:36,매수,중소형저평가우량주,52790,액토즈소프트,9.47,0.29,3.1,6220,8390,-5800
2025/12/23/11:36,매수,대형저평가우량주,383800,LX홀딩스,3.98,0.34,9.1,8210,10420,-5920
2025/12/23/11:36,매수,실적호전주,400,롯데손해보험,22.75,0.69,2.3,-1776,2260,-1500
2025/12/23/11:36,매수,실적호전주,181710,NHN,,0.68,-8.6,30350,36200,-17340
2025/12/23/11:36,매수,수익성이좋은기업,478560,블랙야크아이앤씨,12.68,3.96,40.3,3715,6780,-3195
2025/12/24/11:30,매수,외국인지분율상승,436140,SOL 종합채권(AA-이상)액티브,,,,110615,116210,-109970
2025/12/24/11:30,매수,외국인순매수,900270,헝셩그룹,11.87,0.08,0.7,197,307,-183
2025/12/24/11:30,매수,외국인순매수,150,두산,,10.4,-14.6,809000,1082000,-236500
2025/12/24/11:30,매수,외국인순매수,203400,에이비온,,5.75,-227.7,-2712,13100,-2465
2025/12/25/12:14,매수,외국인지분율상승,8970,KBI동양철관,,1.32,-20.1,1717,3535,-600
2025/12/25/12:14,매수,외국인지분율상승,35720,카카오,480.36,2.62,0.6,59800,71600,-35700
2025/12/25/12:14,매수,외국인지분율상승,88290,이원컴포텍,,1.21,-59.8,794,1780,-746
2025/12/25/12:14,매수,외국인지분율상승,287840,인투셀,,105.09,-95.6,59500,74900,-21400
2025/12/25/12:14,매수,외국인지분율상승,436140,SOL 종합채권(AA-이상)액티브,,,,110550,116210,-109970
2025/12/25/12:14,매수,외국인순매수,900270,헝셩그룹,12.12,0.08,0.7,201,307,-183
2025/12/25/12:14,매수,외국인순매수,5490,POSCO홀딩스,24.02,0.46,2.0,314000,342000,-227500
2025/12/25/12:14,매수,외국인순매수,8970,KBI동양철관,,1.32,-20.1,1717,3535,-600
2025/12/25/12:14,매수,외국인순매수,34220,LG디스플레이,,0.92,-37.2,12050,15620,-7150
2025/12/25/12:14,매수,외국인순매수,35720,카카오,480.36,2.62,0.6,59800,71600,-35700
2025/12/25/12:14,매수,외국인순매수,203400,에이비온,,5.68,-227.7,-2680,13100,-2465
2025/12/26/14:01,매수,외국인순매수,0000Z0,RISE 바이오TOP10액티브,,,,15085,16795,-9540
2025/12/26/14:01,매수,외국인순매수,89590,제주항공,20.25,1.35,6.8,5460,7850,-5200
2025/12/26/14:01,매수,가치주,263020,디케이앤디,6.97,0.62,9.9,3170,3410,-2810
2025/12/26/14:01,매수,실적호전주,241770,메카로,41.77,1.17,2.9,22600,28750,-7820
2025/12/26/14:01,매수,성장주,297890,HB솔루션,,0.69,-9.2,2075,3475,-1999
2025/12/26/14:01,매수,시총대비영업이익30%이상,66360,체리부로,,0.49,-11.4,769,1111,-702
2025/12/26/14:01,매수,시총대비영업이익30%이상,88130,동아엘텍,,0.57,-21.4,-3985,4340,-2720
2025/12/26/14:01,매수,시총대비영업이익30%이상,214270,FSN,,1.04,-11.9,1877,3955,-1060
2025/12/27/13:48,매수,외국인순매수,21880,메이슨캐피탈,,0.8,-17.1,267,610,-212
2025/12/27/13:48,매수,외국인순매수,80580,오킨스전자,,5.64,-17.2,10960,12180,-4210
2025/12/27/13:48,매수,외국인순매수,232140,와이씨,109.95,3.73,3.5,14780,15900,-9220
2025/12/27/13:48,매수,외국인순매수,459550,알트,5.56,2.84,77.9,3640,6250,-3120
2025/12/27/13:48,매수,외국인순매수,462900,KoAct 바이오헬스케어액티브,,,,22975,24530,-12355
2025/12/27/13:48,매수,가치주,263020,디케이앤디,6.93,0.62,9.9,3150,3410,-2810
2025/12/27/13:48,매수,실적호전주,2620,제일파마홀딩스,,0.42,-16.3,8180,9920,-6950
2025/12/27/13:48,매수,실적호전주,241770,메카로,41.49,1.17,2.9,22450,28750,-7820
2025/12/27/13:48,매수,성장주,297890,HB솔루션,,0.69,-9.2,2095,3475,-1999
2025/12/27/13:48,매수,시총대비영업이익30%이상,66360,체리부로,,0.48,-11.4,759,1111,-702
2025/12/27/13:48,매수,시총대비영업이익30%이상,88130,동아엘텍,,0.57,-21.4,-3980,4340,-2720
2025/12/27/13:48,매수,시총대비영업이익30%이상,214270,FSN,,1.03,-11.9,1852,3955,-1060
2025/12/28/22:52,매수,외국인순매수,21880,메이슨캐피탈,,0.8,-17.1,267,610,-212
2025/12/28/22:52,매수,외국인순매수,80580,오킨스전자,,5.64,-17.2,10960,12180,-4210
2025/12/28/22:52,매수,외국인순매수,232140,와이씨,109.95,3.73,3.5,14780,15900,-9220
2025/12/28/22:52,매수,외국인순매수,459550,알트,5.56,2.84,77.9,3640,6250,-3120
2025/12/28/22:52,매수,외국인순매수,462900,KoAct 바이오헬스케어액티브,,,,22975,24530,-12355
2025/12/28/22:52,매수,가치주,263020,디케이앤디,6.93,0.62,9.9,3150,3410,-2810
2025/12/28/22:52,매수,실적호전주,2620,제일파마홀딩스,,0.42,-16.3,8180,9920,-6950
2025/12/28/22:52,매수,실적호전주,241770,메카로,41.49,1.17,2.9,22450,28750,-7820
2025/12/28/22:52,매수,성장주,297890,HB솔루션,,0.69,-9.2,2095,3475,-1999
2025/12/28/22:52,매수,시총대비영업이익30%이상,66360,체리부로,,0.48,-11.4,759,1111,-702
2025/12/28/22:52,매수,시총대비영업이익30%이상,88130,동아엘텍,,0.57,-21.4,-3980,4340,-2720
2025/12/28/22:52,매수,시총대비영업이익30%이상,214270,FSN,,1.03,-11.9,1852,3955,-1060
2025/12/30/11:58,매수,외국인순매수,900110,이스트아시아홀딩스,3.66,0.07,1.7,-1098,2225,-45
2025/12/30/11:58,매수,외국인순매수,120,CJ대한통운,8.67,0.51,6.6,94400,102100,-77400
2025/12/30/11:58,매수,대형저평가우량주,3030,세아제강지주,12.27,0.26,2.3,-126900,292500,-123400
2025/12/30/11:58,매수,대형저평가우량주,145720,덴티움,7.13,0.9,14.3,46850,85500,-43100
2025/12/30/11:58,매수,실적호전주,12510,더존비즈온,46.22,4.36,17.0,86300,99600,-49850
2025/12/30/11:58,매수,실적호전주,102940,코오롱생명과학,,4.32,-64.9,51900,61900,-21050
2025/12/30/11:58,매수,실적호전주,252990,샘씨엔에스,118.25,2.68,2.7,6720,8500,-3800
2025/12/30/11:58,매수,수익성이좋은기업,145720,덴티움,7.13,0.9,14.3,46850,85500,-43100
2025/12/30/11:58,매수,수익성이좋은기업,336570,원텍,23.64,5.45,25.8,7730,13410,-4460
2025/12/30/11:58,매수,시총대비영업이익30%이상,12630,HDC,7.68,0.4,5.7,18810,25350,-11910
2025/12/30/11:58,매수,시총대비영업이익30%이상,15750,성우하이텍,3.88,0.36,9.9,6790,7660,-4825
2025/12/30/11:58,매수,시총대비영업이익30%이상,19540,일지테크,2.5,0.37,16.5,4165,4700,-3425
2025/12/30/11:58,매수,시총대비영업이익30%이상,53060,세동,,0.65,-3.2,1289,1546,-960
2025/12/30/11:58,매수,시총대비영업이익30%이상,200880,서연이화,2.38,0.32,14.9,12950,14850,-10390
2026/01/02/16:47,매수,외국인순매수,900300,오가닉티코스메틱,,0.05,-18.0,252,307,242
2026/01/02/16:47,매수,외국인순매수,900310,컬러레이,48.59,0.14,0.3,603,638,595
2026/01/02/16:47,매수,외국인순매수,900340,윙입푸드,2.79,0.18,7.0,828,881,804
2026/01/02/16:47,매수,외국인순매수,0000H0,KODEX 인도Nifty미드캡100,,,,11320,11350,11200
2026/01/02/16:47,매수,외국인순매수,145,하이트진로홀딩스우,,,,-12690,13310,-12330
2026/01/02/16:47,매수,외국인순매수,17670,SK텔레콤,9.17,0.97,10.8,-53300,53700,-52900
2026/01/02/16:47,매수,외국인순매수,36420,콘텐트리중앙,,1.69,-72.0,9940,9980,9750
2026/01/02/16:47,매수,외국인순매수,298690,에어부산,84.9,1.47,1.5,1760,1891,-1705
2026/01/02/16:47,매수,가치주,160980,싸이맥스,10.94,0.93,9.2,15440,15550,-14470
2026/01/02/16:47,매수,가치주,241790,티이엠씨씨엔에스,7.3,0.6,8.8,6910,6920,-6550
2026/01/02/16:47,매수,중소형저평가우량주,900340,윙입푸드,2.79,0.18,7.0,828,881,804
2026/01/02/16:47,매수,중소형저평가우량주,187870,디바이스,13.08,0.68,5.5,14500,14670,14000
2026/01/02/16:47,매수,대형저평가우량주,3850,보령,9.54,1.0,10.5,9350,9460,9100
2026/01/02/16:47,매수,대형저평가우량주,9450,경동나비엔,6.56,1.17,19.4,56000,56400,-55000
2026/01/02/16:47,매수,대형저평가우량주,18290,브이티,6.74,2.78,56.1,18450,18450,17690
2026/01/02/16:47,매수,대형저평가우량주,192080,더블유게임즈,6.26,0.98,18.7,54500,55100,-53300
2026/01/02/16:47,매수,실적호전주,2790,아모레퍼시픽홀딩스,11.05,0.79,7.6,29000,29100,27400
2026/01/02/16:47,매수,실적호전주,6120,SK디스커버리,48.49,0.43,0.9,60500,61600,58200
2026/01/02/16:47,매수,실적호전주,12030,DB,3.3,0.72,23.4,1513,1518,-1460
2026/01/02/16:47,매수,실적호전주,20120,키다리스튜디오,,0.67,-3.7,3615,3675,3405
2026/01/02/16:47,매수,실적호전주,33320,제이씨현시스템,44.04,0.76,1.8,4275,4325,4155
2026/01/02/16:47,매수,실적호전주,53610,프로텍,18.44,1.19,7.4,36350,36500,34400
2026/01/02/16:47,매수,실적호전주,68330,일신바이오,19.37,1.13,6.5,1670,1705,1627
2026/01/02/16:47,매수,실적호전주,72950,빛샘전자,8.59,0.58,6.9,5380,5500,-5270
2026/01/02/16:47,매수,실적호전주,94850,참좋은여행,28.33,0.97,3.7,6310,6400,6090
2026/01/02/16:47,매수,실적호전주,96630,에스코넥,,0.84,-39.4,608,611,602
2026/01/02/16:47,매수,실적호전주,98460,고영,88.77,5.19,6.7,27150,27800,23700
2026/01/02/16:47,매수,실적호전주,123420,위메이드플레이,3.84,0.34,10.2,7890,7920,7580
2026/01/02/16:47,매수,실적호전주,181710,NHN,,0.7,-8.6,30850,31350,29200
2026/01/02/16:47,매수,실적호전주,187870,디바이스,13.08,0.68,5.5,14500,14670,14000
2026/01/02/16:47,매수,성장주,48870,시너지이노베이션,18.78,1.07,5.8,2355,2385,-2325
2026/01/02/16:47,매수,성장주,62040,산일전기,42.76,9.66,29.9,137800,138700,-126600
2026/01/02/16:47,매수,성장주,257720,실리콘투,20.27,9.39,60.9,40350,40450,39100
2026/01/02/16:47,매수,성장주,417500,제이아이테크,10.17,1.42,15.9,3330,3340,3185
2026/01/02/16:47,매수,성장주,483650,달바글로벌,107.37,17.21,26.2,153200,154100,148300
2026/01/02/16:47,매수,수익성이좋은기업,58470,리노공업,43.66,7.91,19.2,64900,65000,-60200
2026/01/02/16:47,매수,수익성이좋은기업,101160,월덱스,5.64,1.19,23.8,22200,22250,-21250
2026/01/02/16:47,매수,수익성이좋은기업,140860,파크시스템스,36.52,8.23,25.8,224000,225500,-207000
2026/01/02/16:47,매수,수익성이좋은기업,214150,클래시스,38.62,8.46,26.5,58600,59800,55900
2026/01/02/16:47,매수,시총대비영업이익30%이상,6120,SK디스커버리,48.49,0.43,0.9,60500,61600,58200
2026/01/02/16:47,매수,시총대비영업이익30%이상,38110,에코플라스틱,9.08,0.56,6.3,3105,3105,-3050
2026/01/02/16:47,매수,시총대비영업이익30%이상,123040,엠에스오토텍,77.18,0.44,0.6,2225,2235,-2090
2026/01/05/08:34,매수,가치주,155660,DSR,4.21,0.26,6.5,3825,3905,3825
2026/01/05/08:34,매수,중소형저평가우량주,52790,액토즈소프트,9.58,0.29,3.1,6290,6320,-6150
2026/01/05/08:34,매수,대형저평가우량주,52400,코나아이,23.17,3.42,16.2,47000,47000,-45200
2026/01/05/08:34,매수,대형저평가우량주,108320,LX세미콘,6.27,0.76,12.7,50300,50500,-48650
2026/01/05/08:34,매수,시총대비영업이익30%이상,52790,액토즈소프트,9.58,0.29,3.1,6290,6320,-6150
2026/01/06/13:49,매수,외국인순매수,0000Z0,RISE 바이오TOP10액티브,,,,-15570,15905,-14680
2026/01/06/13:49,매수,외국인순매수,155,두산우,,,,497000,505000,-460000
2026/01/06/13:49,매수,외국인순매수,230,일동홀딩스,2.43,1.14,72.9,-13260,13715,-12720
2026/01/06/13:49,매수,외국인순매수,389140,포바이포,,2.55,-32.6,-6710,6840,-6510
2026/01/06/13:49,매수,가치주,126720,수산인더스트리,7.83,0.59,7.8,21550,21850,-20600
2026/01/06/13:49,매수,가치주,155660,DSR,4.19,0.26,6.5,3805,3905,-3785
2026/01/06/13:49,매수,중소형저평가우량주,52790,액토즈소프트,9.35,0.29,3.1,-6140,6340,-6130
2026/01/06/13:49,매수,중소형저평가우량주,408920,메쎄이상,10.54,2.03,21.0,3305,3550,-3165
2026/01/06/13:49,매수,대형저평가우량주,7340,DN오토모티브,4.5,0.8,19.8,24200,25100,-23400
2026/01/06/13:49,매수,대형저평가우량주,23160,태광,12.86,1.0,8.2,-21800,22100,-20750
2026/01/06/13:49,매수,대형저평가우량주,64960,SNT모티브,8.51,0.81,10.8,33450,35000,-33350
2026/01/06/13:49,매수,대형저평가우량주,111770,영원무역,8.57,0.98,12.3,82600,84200,-79100
2026/01/06/13:49,매수,대형저평가우량주,241560,두산밥캣,10.73,0.87,8.8,60300,61600,-56300
2026/01/06/13:49,매수,실적호전주,28100,동아지질,21.34,1.01,5.0,17430,17560,-16800
2026/01/06/13:49,매수,실적호전주,64850,에프앤가이드,25.88,1.66,6.8,8990,9010,-8500
2026/01/06/13:49,매수,실적호전주,67170,오텍,,0.29,-20.8,-1879,1967,-1860
2026/01/06/13:49,매수,실적호전주,86670,비엠티,27.92,0.94,3.4,12600,12770,-11570
2026/01/06/13:49,매수,실적호전주,248170,샘표식품,12.92,0.53,4.2,-28450,29000,-28150
2026/01/06/13:49,매수,성장주,7340,DN오토모티브,4.5,0.8,19.8,24200,25100,-23400
2026/01/06/13:49,매수,수익성이좋은기업,458650,성우,8.99,0.86,10.7,12530,12530,-9520
2026/01/06/13:49,매수,시총대비영업이익30%이상,1040,CJ,63.82,1.14,1.8,179800,180600,-168500
2026/01/06/13:49,매수,시총대비영업이익30%이상,35810,이지홀딩스,17.44,0.44,2.7,4555,4600,-4420
2026/01/06/13:49,매수,시총대비영업이익30%이상,52790,액토즈소프트,9.35,0.29,3.1,-6140,6340,-6130
2026/01/09/08:16,매수,외국인순매수,252670,KODEX 200선물인버스2X,,,,512,614,-490
2026/01/09/08:16,매수,가치주,15230,대창단조,5.26,0.56,11.9,6180,6390,-6070
2026/01/09/08:16,매수,중소형저평가우량주,15230,대창단조,5.26,0.56,11.9,6180,6390,-6070
2026/01/09/08:16,매수,대형저평가우량주,7340,DN오토모티브,4.37,0.78,19.8,23550,25100,-23300
2026/01/09/08:16,매수,대형저평가우량주,9970,영원무역홀딩스,7.76,0.95,13.2,190000,193300,-182200
2026/01/09/08:16,매수,대형저평가우량주,69260,TKG휴켐스,9.78,0.83,9.1,18570,18760,-17780
2026/01/09/08:16,매수,대형저평가우량주,81660,미스토홀딩스,30.23,1.22,4.3,42250,42850,-40750
2026/01/09/08:16,매수,성장주,7340,DN오토모티브,4.37,0.78,19.8,23550,25100,-23300
2026/01/09/08:16,매수,시총대비영업이익30%이상,4960,한신공영,16.95,0.15,0.9,10050,10710,-9840
2026/01/12/13:25,매수,외국인순매수,155,두산우,,,,498000,505000,-460000
2026/01/12/13:25,매수,외국인순매수,31310,아이즈비전,,0.25,-1.0,1457,1525,-1407
2026/01/12/13:25,매수,외국인순매수,35760,CJ ENM,,0.45,-16.7,63400,67500,-60700
2026/01/12/13:25,매수,외국인순매수,60900,에이전트AI,,0.77,-28.1,626,1201,601
2026/01/12/13:25,매수,외국인순매수,252670,KODEX 200선물인버스2X,,,,-498,614,-487
2026/01/12/13:25,매수,외국인순매수,252710,TIGER 200선물인버스2X,,,,-528,652,-517
2026/01/12/13:25,매수,가치주,9900,명신산업,3.65,0.68,21.0,8980,9250,-8320
2026/01/12/13:25,매수,가치주,14830,유니드,6.15,0.46,8.0,69300,69400,-64600
2026/01/12/13:25,매수,가치주,36530,SNT홀딩스,6.33,0.72,12.4,55500,58900,-50000
2026/01/12/13:25,매수,중소형저평가우량주,23910,대한약품,4.99,0.6,12.9,-28100,29350,-27500
2026/01/12/13:25,매수,중소형저평가우량주,36640,HRS,5.6,0.68,12.7,5170,5230,-5050
2026/01/12/13:25,매수,중소형저평가우량주,36670,삼양케이씨아이,4.78,0.57,13.1,-6240,6500,-6130
2026/01/12/13:25,매수,대형저평가우량주,4490,세방전지,5.19,0.58,12.2,62800,63100,-60000
2026/01/12/13:25,매수,대형저평가우량주,5810,풍산홀딩스,5.66,0.5,9.4,39000,39950,-36000
2026/01/12/13:25,매수,대형저평가우량주,5880,대한해운,3.46,0.28,8.9,-1757,1838,-1716
2026/01/12/13:25,매수,대형저평가우량주,36530,SNT홀딩스,6.33,0.72,12.4,55500,58900,-50000
2026/01/12/13:25,매수,대형저평가우량주,52400,코나아이,23.27,3.43,16.2,47200,49500,-43650
2026/01/12/13:25,매수,대형저평가우량주,69260,TKG휴켐스,9.74,0.82,9.1,18500,18760,-17780
2026/01/12/13:25,매수,대형저평가우량주,241560,두산밥캣,11.07,0.9,8.8,62200,64100,-56300
2026/01/12/13:25,매수,대형저평가우량주,271560,오리온,8.0,1.21,16.6,106200,106500,-102000
2026/01/12/13:25,매수,대형저평가우량주,272290,이녹스첨단소재,7.38,1.04,16.3,25800,27450,-21950
2026/01/12/13:25,매수,대형저평가우량주,462870,시프트업,12.38,2.57,31.3,33650,36100,-32400
2026/01/12/13:25,매수,실적호전주,6650,대한유화,,0.5,-0.5,139400,144600,-126500
2026/01/12/13:25,매수,실적호전주,14790,HL D&I,5.73,0.26,4.6,2615,2735,-2500
2026/01/12/13:25,매수,실적호전주,19440,세아특수강,13.0,0.43,3.3,16640,16890,-15550
2026/01/12/13:25,매수,실적호전주,52400,코나아이,23.27,3.43,16.2,47200,49500,-43650
2026/01/12/13:25,매수,실적호전주,96530,씨젠,,1.09,-2.0,24500,24850,-23000
2026/01/12/13:25,매수,실적호전주,285130,SK케미칼,146.6,0.59,0.4,66900,68500,-65700
2026/01/12/13:25,매수,실적호전주,298040,효성중공업,86.66,10.1,14.9,2069000,2120000,-1736000
2026/01/12/13:25,매수,성장주,62040,산일전기,43.37,9.8,29.9,139750,142900,-126600
2026/01/12/13:25,매수,수익성이좋은기업,62040,산일전기,43.37,9.8,29.9,139750,142900,-126600
2026/01/12/13:25,매수,시총대비영업이익30%이상,7860,서연,1.66,0.27,18.3,9500,9880,-9060
2026/01/12/13:25,매수,시총대비영업이익30%이상,13310,아진산업,6.3,0.35,6.0,3020,3250,-2720
2026/01/12/13:25,매수,시총대비영업이익30%이상,13580,계룡건설,3.86,0.22,5.8,20500,21000,-19450
2026/01/12/13:25,매수,시총대비영업이익30%이상,14790,HL D&I,5.73,0.26,4.6,2615,2735,-2500
2026/01/12/13:25,매수,시총대비영업이익30%이상,16740,두올,8.0,0.53,7.3,3990,4090,-3680
2026/01/12/13:25,매수,시총대비영업이익30%이상,24880,케이피에프,5.22,0.47,9.7,5410,5510,-5030
2026/01/12/13:25,매수,시총대비영업이익30%이상,97950,CJ제일제당,23.05,0.43,2.0,208500,210000,-200000
2026/01/12/13:25,매수,시총대비영업이익30%이상,198080,캐프,2.48,0.41,18.3,2195,2245,-2140
2026/01/14/18:44,매수,외국인순매수,900300,오가닉티코스메틱,,0.03,-18.0,182,307,-172
2026/01/14/18:44,매수,외국인순매수,20,동화약품,30.18,0.45,1.5,-6010,6300,-5910
2026/01/14/18:44,매수,외국인순매수,50,경방,9.99,0.3,3.2,8600,9600,-8140
2026/01/14/18:44,매수,외국인순매수,70,삼양홀딩스,18.26,0.24,1.4,58200,58800,-55700
2026/01/14/18:44,매수,외국인순매수,0000H0,KODEX 인도Nifty미드캡100,,,,11295,11550,-11020
2026/01/14/18:44,매수,외국인순매수,140,하이트진로홀딩스,5.09,0.34,8.1,9560,9800,-9280
2026/01/14/18:44,매수,외국인순매수,3490,대한항공,6.48,0.81,13.2,23100,23100,-21600
2026/01/14/18:44,매수,외국인순매수,37560,LG헬로비전,,0.39,-21.1,2250,2370,-2190
2026/01/14/18:44,매수,외국인순매수,53210,스카이라이프,,0.41,-21.7,4795,5040,-4605
2026/01/14/18:44,매수,외국인순매수,447770,TIGER 테슬라채권혼합Fn,,,,-15210,15535,-14995
2026/01/14/18:44,매수,가치주,1800,오리온홀딩스,7.94,0.54,7.0,20350,20950,-19220
2026/01/14/18:44,매수,가치주,4590,한국가구,4.81,0.39,8.9,5130,5230,-4595
2026/01/14/18:44,매수,가치주,9970,영원무역홀딩스,7.95,0.98,13.2,194700,197800,-182200
2026/01/14/18:44,매수,가치주,79960,동양이엔피,3.02,0.52,19.3,26750,27400,-24500
2026/01/14/18:44,매수,가치주,108320,LX세미콘,6.42,0.78,12.7,51500,52200,-48650
2026/01/14/18:44,매수,중소형저평가우량주,3100,선광,4.4,0.31,7.5,18970,19300,-18680
2026/01/14/18:44,매수,중소형저평가우량주,4590,한국가구,4.81,0.39,8.9,5130,5230,-4595
2026/01/14/18:44,매수,중소형저평가우량주,9780,엠에스씨,5.93,0.76,13.6,7330,8150,-7170
2026/01/14/18:44,매수,중소형저평가우량주,23910,대한약품,4.99,0.6,12.9,28050,29350,-27500
2026/01/14/18:44,매수,중소형저평가우량주,49430,코메론,4.38,0.51,12.3,13200,14080,-12240
2026/01/14/18:44,매수,중소형저평가우량주,187870,디바이스,12.93,0.68,5.5,14330,15180,-13710
2026/01/14/18:44,매수,대형저평가우량주,240,한국앤컴퍼니,6.89,0.54,8.3,25450,26150,-24150
2026/01/14/18:44,매수,대형저평가우량주,1800,오리온홀딩스,7.94,0.54,7.0,20350,20950,-19220
2026/01/14/18:44,매수,대형저평가우량주,7700,F&F홀딩스,6.83,0.33,4.9,18680,20400,-18250
2026/01/14/18:44,매수,대형저평가우량주,9970,영원무역홀딩스,7.95,0.98,13.2,194700,197800,-182200
2026/01/14/18:44,매수,대형저평가우량주,67160,SOOP,7.46,1.75,30.2,65700,70000,-64300
2026/01/14/18:44,매수,대형저평가우량주,108320,LX세미콘,6.42,0.78,12.7,51500,52200,-48650
2026/01/14/18:44,매수,대형저평가우량주,222080,씨아이에스,8.56,1.08,15.2,-6680,7100,-6580
2026/01/14/18:44,매수,대형저평가우량주,462870,시프트업,12.97,2.69,31.3,35250,36150,-32400
2026/01/14/18:44,매수,실적호전주,4000,롯데정밀화학,31.66,0.48,1.5,44650,44750,-41750
2026/01/14/18:44,매수,실적호전주,4700,조광피혁,35.82,0.8,2.6,67900,69000,-64300
2026/01/14/18:44,매수,실적호전주,6980,우성,2.54,0.24,10.3,16210,16710,-16000
2026/01/14/18:44,매수,실적호전주,42420,네오위즈홀딩스,,0.6,-3.7,25350,26400,-23650
2026/01/14/18:44,매수,실적호전주,54210,이랜텍,712.88,0.88,0.1,8690,9100,-7600
2026/01/14/18:44,매수,실적호전주,123420,위메이드플레이,3.87,0.34,10.2,-7950,8130,-7220
2026/01/14/18:44,매수,실적호전주,184230,SGA솔루션즈,,0.95,-20.3,-630,655,-599
2026/01/14/18:44,매수,수익성이좋은기업,462870,시프트업,12.97,2.69,31.3,35250,36150,-32400
2026/01/14/18:44,매수,시총대비영업이익30%이상,540,흥국화재,2.14,0.3,10.0,3505,3630,-3365
2026/01/14/18:44,매수,시총대비영업이익30%이상,16250,SGC E&C,,0.18,-15.1,14990,15100,-13850
2026/01/15/08:17,매수,외국인순매수,87,하이트진로2우B,,,,14600,15180,-14470
2026/01/15/08:17,매수,외국인순매수,320,노루홀딩스,5.21,0.55,11.5,19520,21500,-19230
2026/01/15/08:17,매수,중소형저평가우량주,12790,신일제약,4.95,0.48,10.2,5910,6170,-5800
2026/01/15/08:17,매수,중소형저평가우량주,14440,영보화학,4.1,0.5,13.0,4620,4830,-4475
2026/01/15/08:17,매수,중소형저평가우량주,14580,태경비케이,4.58,0.58,13.3,4535,4760,-4440
2026/01/15/08:17,매수,중소형저평가우량주,23600,삼보판지,4.59,0.26,5.8,9240,9670,-9100
2026/01/15/08:17,매수,중소형저평가우량주,49430,코메론,4.38,0.51,12.3,13200,14080,-12240
2026/01/15/08:17,매수,중소형저평가우량주,52790,액토즈소프트,9.27,0.28,3.1,6090,6340,-5970
2026/01/15/08:17,매수,중소형저평가우량주,69730,DSR제강,,0.32,-15.7,3705,3845,-3655
2026/01/15/08:17,매수,중소형저평가우량주,72870,메가스터디,7.99,0.38,5.1,10790,11090,-10680
2026/01/15/08:17,매수,중소형저평가우량주,214180,헥토이노베이션,7.55,0.92,14.6,15900,16800,-15500
2026/01/15/08:17,매수,대형저평가우량주,2960,한국쉘석유,15.52,4.47,28.9,437500,450000,-429000
2026/01/15/08:17,매수,대형저평가우량주,53800,안랩,18.48,1.68,10.4,60400,61000,-59100
2026/01/15/08:17,매수,대형저평가우량주,192400,쿠쿠홀딩스,7.12,0.79,12.1,27500,29600,-27000
2026/01/15/08:17,매수,대형저평가우량주,222080,씨아이에스,8.56,1.08,15.2,6680,7100,-6580
2026/01/15/08:17,매수,대형저평가우량주,284740,쿠쿠홈시스,4.17,0.54,14.0,22750,24200,-22100
2026/01/15/08:17,매수,대형저평가우량주,317450,명인제약,9.95,1.28,13.7,61000,64000,-59000
2026/01/15/08:17,매수,대형저평가우량주,383800,LX홀딩스,3.87,0.33,9.1,7970,8070,-7850
2026/01/15/08:17,매수,시총대비영업이익30%이상,52790,액토즈소프트,9.27,0.28,3.1,6090,6340,-5970
2026/01/16/10:27,매수,외국인순매수,87,하이트진로2우B,,,,14480,15180,-14380
2026/01/16/10:27,매수,외국인순매수,180,성창기업지주,,0.17,-0.6,1406,1518,-1369
2026/01/16/10:27,매수,외국인순매수,57050,현대홈쇼핑,4.0,0.28,7.4,52500,55300,-51700
2026/01/16/10:27,매수,외국인순매수,272450,진에어,3.86,1.53,51.2,7080,7140,-6530
2026/01/16/10:27,매수,가치주,4430,송원산업,4.7,0.28,6.2,8830,9130,-8580
