date,매매,분류,code,종목명,PER,PBR,ROE,현재가,연중최고가,연중최저가
2025/12/07/20:03,매수,가치주,14830,유니드,5.96,0.45,8.0,67100,98200,-63100
2025/12/07/20:03,매수,가치주,15230,대창단조,5.38,0.58,11.9,6320,7080,-4520
2025/12/07/20:03,매수,중소형저평가우량주,15230,대창단조,5.38,0.58,11.9,6320,7080,-4520
2025/12/07/20:03,매수,대형저평가우량주,23160,태광,14.07,1.09,8.2,23850,32300,-17100
2025/12/07/20:03,매수,실적호전주,34220,LG디스플레이,,1.01,-37.2,13270,15620,-7150
2025/12/07/20:03,매수,실적호전주,298040,효성중공업,84.27,9.83,14.9,2012000,2483000,-382000
2025/12/12/02:40,매수,외국인지분율상승,0028X0,KODEX 미국금융테크액티브,,,,12640,12985,-9820
2025/12/12/02:40,매수,외국인지분율상승,25530,SJM홀딩스,6.07,0.33,5.9,3850,3920,-2905
2025/12/12/02:40,매수,외국인지분율상승,70960,모나용평,20.19,0.41,2.1,3355,5700,-3065
2025/12/12/02:40,매수,외국인지분율상승,88340,유라클,28.66,2.06,9.8,15020,33700,-9780
2025/12/12/02:40,매수,외국인지분율상승,89150,케이씨티,59.31,1.54,2.6,3030,5380,-1963
2025/12/12/02:40,매수,외국인지분율상승,120030,조선선재,7.67,0.68,10.7,99300,141800,-90600
2025/12/12/02:41,매수,외국인지분율상승,122310,제노레이,,0.65,-2.0,4475,6290,-4310
2025/12/12/02:41,매수,외국인지분율상승,248170,샘표식품,13.19,0.54,4.2,29050,34750,-23750
2025/12/12/02:41,매수,외국인지분율상승,403490,우듬지팜,24.58,1.77,7.5,1598,2470,-1308
2025/12/12/02:41,매수,외국인순매수,8040,사조동아원,6.6,0.59,9.5,1134,1536,-918
2025/12/12/02:41,매수,외국인순매수,10170,대한광통신,,4.7,-95.9,2360,3240,-416
2025/12/12/02:41,매수,외국인순매수,64550,바이오니아,,1.69,-9.4,13980,20750,-12450
2025/12/12/02:41,매수,외국인순매수,225190,LK삼양,,2.29,-5.0,1210,3250,-1148
2025/12/12/02:41,매수,가치주,383800,LX홀딩스,3.95,0.34,9.1,8140,10420,-5920
2025/12/12/02:41,매수,중소형저평가우량주,9780,엠에스씨,6.46,0.83,13.6,7990,13280,-5260
2025/12/12/02:41,매수,중소형저평가우량주,58630,엠게임,8.18,0.99,13.2,-6560,7660,-4465
2025/12/12/02:41,매수,중소형저평가우량주,264450,유비쿼스,6.95,0.82,12.5,9670,10080,-6680
2025/12/12/02:41,매수,중소형저평가우량주,461300,아이스크림미디어,6.34,1.18,23.3,17200,27550,-10670
2025/12/12/02:41,매수,대형저평가우량주,192080,더블유게임즈,6.12,0.96,18.7,53300,63800,-45550
2025/12/12/02:41,매수,대형저평가우량주,383800,LX홀딩스,3.95,0.34,9.1,8140,10420,-5920
2025/12/12/02:41,매수,실적호전주,94850,참좋은여행,27.47,0.94,3.7,6120,8600,-5210
2025/12/12/02:41,매수,실적호전주,96630,에스코넥,,0.86,-39.4,622,905,-553
2025/12/12/02:41,매수,성장주,42700,한미반도체,76.94,16.94,27.4,-121000,159200,-58200
2025/12/12/02:41,매수,수익성이좋은기업,42700,한미반도체,76.94,16.94,27.4,-121000,159200,-58200
2025/12/12/02:41,매수,수익성이좋은기업,336570,원텍,23.76,5.47,25.8,7770,13410,-4460
2025/12/13/17:48,매수,외국인지분율상승,9460,한창제지,12.07,0.34,2.9,534,930,-480
2025/12/13/17:48,매수,외국인지분율상승,34310,NICE,10.74,0.64,6.3,13620,14480,-10310
2025/12/13/17:48,매수,외국인지분율상승,71050,한국금융지주,9.92,1.06,11.5,167400,187400,-64600
2025/12/13/17:48,매수,외국인지분율상승,89890,코세스,,6.53,-0.3,25900,32600,-6000
2025/12/13/17:48,매수,외국인지분율상승,102970,KODEX 증권,,,,15200,16680,-7315
2025/12/13/17:48,매수,외국인지분율상승,187220,디티앤씨,6.66,0.33,5.1,2560,3630,-2435
2025/12/13/17:48,매수,외국인지분율상승,196450,코아시아씨엠,,0.62,-29.7,800,1145,-547
2025/12/13/17:48,매수,외국인지분율상승,208860,다산디엠씨,9.3,0.83,10.7,1425,2800,-1265
2025/12/13/17:48,매수,외국인지분율상승,355390,크라우드웍스,,4.96,-72.1,5420,18030,-4380
2025/12/13/17:48,매수,외국인지분율상승,498860,RISE 코리아금융고배당,,,,15025,15870,-8885
2025/12/13/17:48,매수,외국인순매수,6340,대원전선,47.51,2.84,6.3,4160,4515,-2310
2025/12/13/17:48,매수,외국인순매수,35250,강원랜드,8.42,0.94,12.1,17980,20700,-14680
2025/12/13/17:48,매수,외국인순매수,88350,한화생명,3.66,0.21,5.9,3105,4355,-2370
2025/12/13/17:48,매수,외국인순매수,272210,한화시스템,22.08,3.97,19.6,53100,70200,-22550
2025/12/13/17:48,매수,가치주,900340,윙입푸드,2.84,0.18,7.0,-844,1819,-830
2025/12/13/17:48,매수,가치주,14580,태경비케이,5.02,0.64,13.3,4975,6570,-4020
2025/12/13/17:48,매수,중소형저평가우량주,900340,윙입푸드,2.84,0.18,7.0,-844,1819,-830
2025/12/13/17:48,매수,중소형저평가우량주,590,CS홀딩스,2.98,0.29,10.4,-80100,102100,-65500
2025/12/13/17:48,매수,중소형저평가우량주,14580,태경비케이,5.02,0.64,13.3,4975,6570,-4020
2025/12/13/17:48,매수,중소형저평가우량주,461300,아이스크림미디어,6.45,1.2,23.3,17500,27550,-10670
2025/12/13/17:48,매수,대형저평가우량주,35250,강원랜드,8.42,0.94,12.1,17980,20700,-14680
2025/12/13/17:48,매수,대형저평가우량주,317450,명인제약,12.59,1.63,13.7,77200,134500,-66850
2025/12/13/17:48,매수,실적호전주,4710,한솔테크닉스,28.78,0.49,1.9,6020,7500,-3590
2025/12/13/17:48,매수,실적호전주,6120,SK디스커버리,48.41,0.42,0.9,60400,68300,-34200
2025/12/13/17:48,매수,실적호전주,105740,디케이락,47.45,0.76,1.6,9950,11540,-6800
2025/12/13/17:48,매수,실적호전주,108380,대양전기공업,14.16,1.11,8.3,29000,33850,-12800
2025/12/13/17:48,매수,수익성이좋은기업,461300,아이스크림미디어,6.45,1.2,23.3,17500,27550,-10670
2025/12/13/17:48,매수,시총대비영업이익30%이상,6120,SK디스커버리,48.41,0.42,0.9,60400,68300,-34200
2025/12/13/17:48,매수,시총대비영업이익30%이상,122690,서진오토모티브,43.0,0.51,1.3,2300,2990,-1736
2025/12/14/20:24,매수,외국인지분율상승,9460,한창제지,12.07,0.34,2.9,534,930,-480
2025/12/14/20:24,매수,외국인지분율상승,34310,NICE,10.74,0.64,6.3,13620,14480,-10310
2025/12/14/20:24,매수,외국인지분율상승,71050,한국금융지주,9.92,1.06,11.5,167400,187400,-64600
2025/12/14/20:24,매수,외국인지분율상승,89890,코세스,,6.53,-0.3,25900,32600,-6000
2025/12/14/20:24,매수,외국인지분율상승,102970,KODEX 증권,,,,15200,16680,-7315
2025/12/14/20:24,매수,외국인지분율상승,187220,디티앤씨,6.66,0.33,5.1,2560,3630,-2435
2025/12/14/20:24,매수,외국인지분율상승,196450,코아시아씨엠,,0.62,-29.7,800,1145,-547
2025/12/14/20:24,매수,외국인지분율상승,208860,다산디엠씨,9.3,0.83,10.7,1425,2800,-1265
2025/12/14/20:24,매수,외국인지분율상승,355390,크라우드웍스,,4.96,-72.1,5420,18030,-4380
2025/12/14/20:24,매수,외국인지분율상승,498860,RISE 코리아금융고배당,,,,15025,15870,-8885
2025/12/14/20:24,매수,외국인순매수,6340,대원전선,47.51,2.84,6.3,4160,4515,-2310
2025/12/14/20:24,매수,외국인순매수,35250,강원랜드,8.42,0.94,12.1,17980,20700,-14680
2025/12/14/20:24,매수,외국인순매수,88350,한화생명,3.66,0.21,5.9,3105,4355,-2370
2025/12/14/20:24,매수,외국인순매수,272210,한화시스템,22.08,3.97,19.6,53100,70200,-22550
2025/12/14/20:24,매수,가치주,900340,윙입푸드,2.84,0.18,7.0,-844,1819,-830
2025/12/14/20:24,매수,가치주,14580,태경비케이,5.02,0.64,13.3,4975,6570,-4020
2025/12/14/20:24,매수,중소형저평가우량주,900340,윙입푸드,2.84,0.18,7.0,-844,1819,-830
2025/12/14/20:24,매수,중소형저평가우량주,590,CS홀딩스,2.98,0.29,10.4,-80100,102100,-65500
2025/12/14/20:24,매수,중소형저평가우량주,14580,태경비케이,5.02,0.64,13.3,4975,6570,-4020
2025/12/14/20:24,매수,중소형저평가우량주,461300,아이스크림미디어,6.45,1.2,23.3,17500,27550,-10670
2025/12/14/20:24,매수,대형저평가우량주,35250,강원랜드,8.42,0.94,12.1,17980,20700,-14680
2025/12/14/20:24,매수,대형저평가우량주,317450,명인제약,12.59,1.63,13.7,77200,134500,-66850
2025/12/14/20:24,매수,실적호전주,4710,한솔테크닉스,28.78,0.49,1.9,6020,7500,-3590
2025/12/14/20:24,매수,실적호전주,6120,SK디스커버리,48.41,0.42,0.9,60400,68300,-34200
2025/12/14/20:24,매수,실적호전주,105740,디케이락,47.45,0.76,1.6,9950,11540,-6800
2025/12/14/20:24,매수,실적호전주,108380,대양전기공업,14.16,1.11,8.3,29000,33850,-12800
2025/12/14/20:24,매수,수익성이좋은기업,461300,아이스크림미디어,6.45,1.2,23.3,17500,27550,-10670
2025/12/14/20:24,매수,시총대비영업이익30%이상,6120,SK디스커버리,48.41,0.42,0.9,60400,68300,-34200
2025/12/14/20:24,매수,시총대비영업이익30%이상,122690,서진오토모티브,43.0,0.51,1.3,2300,2990,-1736
2025/12/15/09:35,매수,외국인순매수,0000H0,KODEX 인도Nifty미드캡100,,,,11375,12130,-9725
2025/12/15/09:35,매수,외국인순매수,120,CJ대한통운,8.94,0.53,6.6,97400,101800,-77400
2025/12/15/09:35,매수,외국인순매수,123310,TIGER 인버스,,,,2870,5570,-2785
2025/12/15/09:35,매수,대형저평가우량주,271560,오리온,7.85,1.19,16.6,104100,127300,-97000
2025/12/15/09:35,매수,실적호전주,139480,이마트,,0.24,-5.4,91300,101800,-61800
2025/12/15/09:35,매수,수익성이좋은기업,478560,블랙야크아이앤씨,13.07,4.08,40.3,3830,6780,-3195
2025/12/16/12:23,매수,외국인순매수,900300,오가닉티코스메틱,,0.06,-18.0,-305,718,-303
2025/12/16/12:23,매수,외국인순매수,900340,윙입푸드,2.8,0.18,7.0,-831,1819,-826
2025/12/16/12:23,매수,외국인순매수,0000Z0,RISE 바이오TOP10액티브,,,,-15590,16795,-9540
2025/12/16/12:23,매수,외국인순매수,15760,한국전력,9.21,0.81,9.2,50100,54100,-19400
2025/12/16/12:23,매수,외국인순매수,252670,KODEX 200선물인버스2X,,,,716,2745,-654
2025/12/16/12:23,매수,가치주,900340,윙입푸드,2.8,0.18,7.0,-831,1819,-826
2025/12/16/12:23,매수,중소형저평가우량주,900340,윙입푸드,2.8,0.18,7.0,-831,1819,-826
2025/12/16/12:23,매수,중소형저평가우량주,43150,바텍,5.25,0.64,12.9,-19500,24400,-18500
2025/12/16/12:23,매수,성장주,257720,실리콘투,21.6,10.01,60.9,43000,63400,-23600
2025/12/17/13:13,매수,외국인순매수,900270,헝셩그룹,12.0,0.08,0.7,-199,307,-194
2025/12/17/13:13,매수,외국인순매수,140,하이트진로홀딩스,5.43,0.36,8.1,10200,12850,-8150
2025/12/17/13:13,매수,외국인순매수,145,하이트진로홀딩스우,,,,12700,14950,-10010
2025/12/17/13:13,매수,외국인순매수,379800,KODEX 미국S&P500,,,,22900,23160,-16250
2025/12/17/13:13,매수,중소형저평가우량주,43150,바텍,5.26,0.64,12.9,19520,24400,-18500
2025/12/17/13:13,매수,대형저평가우량주,86450,동국제약,13.38,1.35,10.7,-18110,20450,-14400
2025/12/17/13:13,매수,대형저평가우량주,95610,테스,17.87,1.97,13.6,38550,51400,-15200
2025/12/17/13:13,매수,실적호전주,18670,SK가스,12.41,0.81,6.7,240500,300000,-204500
2025/12/17/13:13,매수,실적호전주,72130,유엔젤,18.16,1.02,6.4,5030,6660,-4370
2025/12/17/13:13,매수,성장주,48870,시너지이노베이션,19.7,1.12,5.8,2470,4640,-2315
2025/12/17/13:13,매수,성장주,417500,제이아이테크,9.85,1.38,15.9,3225,4250,-2885
2025/12/17/13:13,매수,수익성이좋은기업,453860,에이에스텍,9.91,1.67,18.4,16620,24450,-14260
2025/12/17/13:13,매수,시총대비영업이익30%이상,140,하이트진로홀딩스,5.43,0.36,8.1,10200,12850,-8150
2025/12/17/13:13,매수,시총대비영업이익30%이상,23760,한국캐피탈,3.21,0.39,12.6,824,923,-524
2025/12/18/13:04,매수,외국인순매수,32640,LG유플러스,17.73,0.77,4.4,-15210,16500,-9860
2025/12/18/13:04,매수,가치주,9780,엠에스씨,6.82,0.87,13.6,8430,13280,-5260
2025/12/18/13:04,매수,중소형저평가우량주,72870,메가스터디,8.53,0.41,5.1,-11520,11720,-9880
2025/12/18/13:04,매수,대형저평가우량주,95610,테스,17.75,1.95,13.6,-38300,51400,-15200
2025/12/18/13:04,매수,성장주,388210,씨엠티엑스,29.53,,-29.1,-91500,154000,-71500
2025/12/19/11:52,매수,외국인지분율상승,476550,TIGER 미국30년국채커버드콜액티브(H),,,,7745,8760,-7675
2025/12/19/11:52,매수,외국인순매수,900110,이스트아시아홀딩스,3.81,0.08,1.7,1143,2225,-45
2025/12/19/11:52,매수,외국인순매수,100,유한양행,133.79,4.08,3.4,116200,140700,-100400
2025/12/19/11:52,매수,외국인순매수,105,유한양행우,,,,104200,129400,-91600
2025/12/19/11:52,매수,외국인순매수,3490,대한항공,6.35,0.8,13.2,22650,26750,-19990
2025/12/19/11:52,매수,외국인순매수,35760,CJ ENM,,0.45,-16.7,63400,82300,-51400
2025/12/19/11:52,매수,가치주,29460,케이씨,7.2,0.42,6.1,24700,30650,-15620
2025/12/19/11:52,매수,대형저평가우량주,4490,세방전지,5.48,0.62,12.2,66300,88000,-57300
2025/12/19/11:52,매수,대형저평가우량주,23160,태광,13.98,1.09,8.2,23700,32300,-17100
2025/12/19/11:52,매수,대형저평가우량주,102710,이엔에프테크놀로지,20.94,1.64,8.2,45600,64000,-16250
2025/12/19/11:52,매수,대형저평가우량주,377740,바이오노트,10.38,0.35,3.5,5620,6320,-4150
2025/12/19/11:52,매수,실적호전주,238090,앤디포스,,0.47,-28.9,1874,2985,-1537
2025/12/19/11:52,매수,실적호전주,448710,코츠테크놀로지,10.18,1.71,19.8,16220,28700,-13800
2025/12/19/11:52,매수,수익성이좋은기업,489460,바이오비쥬,22.0,5.35,33.9,13840,26500,-11390
2025/12/20/13:26,매수,외국인지분율상승,13030,하이록코리아,8.88,0.94,11.4,33000,41500,-24700
2025/12/20/13:26,매수,외국인지분율상승,13570,디와이,5.52,0.31,6.0,4615,4845,-3330
2025/12/20/13:26,매수,외국인지분율상승,64820,케이프,21.16,1.46,7.5,10750,16700,-5390
2025/12/20/13:26,매수,외국인지분율상승,65770,CS,14.57,0.86,6.1,823,2650,-782
2025/12/20/13:26,매수,외국인지분율상승,65950,웰크론,,0.75,-7.2,-1719,2780,-1600
2025/12/20/13:26,매수,외국인지분율상승,84370,유진테크,26.59,4.02,16.9,73400,109000,-30550
2025/12/20/13:26,매수,외국인지분율상승,88340,유라클,28.01,2.01,9.8,14680,33700,-9780
2025/12/20/13:26,매수,외국인지분율상승,96350,대창솔루션,,2.51,-10.8,2280,3170,-306
2025/12/20/13:26,매수,외국인지분율상승,133820,화인베스틸,,1.66,-58.4,1780,2950,-782
2025/12/20/13:26,매수,외국인지분율상승,208710,포톤,,0.55,-17.0,2230,3820,-420
2025/12/20/13:26,매수,외국인지분율상승,235980,메드팩토,,3.91,-31.3,6590,8650,-2750
2025/12/20/13:26,매수,외국인지분율상승,240550,동방메디컬,50.01,1.82,4.6,8330,15490,-7200
2025/12/20/13:26,매수,외국인지분율상승,281820,케이씨텍,14.69,1.51,11.3,37100,46150,-22700
2025/12/20/13:26,매수,외국인지분율상승,397810,애드포러스,13.41,2.06,16.8,8100,17800,-7100
2025/12/20/13:26,매수,외국인지분율상승,484870,엠앤씨솔루션,40.99,7.62,21.8,137700,230000,-43100
2025/12/20/13:26,매수,외국인순매수,1200,유진투자증권,6.82,0.32,4.8,3495,4240,-2090
2025/12/20/13:26,매수,외국인순매수,1510,SK증권,,0.53,-13.9,657,826,-424
2025/12/20/13:26,매수,외국인순매수,3490,대한항공,6.34,0.8,13.2,22600,26750,-19990
2025/12/20/13:26,매수,외국인순매수,5940,NH투자증권,10.63,0.89,8.7,21000,23500,-12110
2025/12/20/13:26,매수,외국인순매수,6910,보성파워텍,42.26,2.78,6.8,5120,6230,-2100
2025/12/20/13:26,매수,외국인순매수,10140,삼성중공업,349.96,4.69,1.8,25400,32500,-11220
2025/12/20/13:26,매수,외국인순매수,65420,에스아이리소스,,2.49,-24.1,267,418,-204
2025/12/20/13:26,매수,외국인순매수,88980,맥쿼리인프라,,,,11630,12070,-10270
2025/12/20/13:26,매수,외국인순매수,200470,에이팩트,,4.6,-66.2,6000,6190,-1988
2025/12/20/13:26,매수,외국인순매수,205470,휴마시스,,0.46,-11.8,1029,2175,-984
2025/12/20/13:26,매수,외국인순매수,228760,지노믹트리,,5.4,-8.2,28550,29150,-11390
2025/12/20/13:26,매수,외국인순매수,264850,이랜시스,38.11,3.67,10.1,6300,6800,-3847
2025/12/20/13:26,매수,외국인순매수,270520,앱튼,,0.72,-27.5,369,1591,-340
2025/12/20/13:26,매수,외국인순매수,323410,카카오뱅크,23.57,1.58,7.0,21750,38750,-19800
2025/12/20/13:26,매수,가치주,29460,케이씨,7.28,0.43,6.1,24950,30650,-15620
2025/12/20/13:26,매수,대형저평가우량주,4490,세방전지,5.49,0.62,12.2,66400,88000,-57300
2025/12/20/13:26,매수,대형저평가우량주,23160,태광,14.25,1.11,8.2,24150,32300,-17100
2025/12/20/13:26,매수,대형저평가우량주,53800,안랩,19.28,1.75,10.4,63000,116700,-58000
2025/12/20/13:26,매수,대형저평가우량주,102710,이엔에프테크놀로지,21.24,1.66,8.2,46250,64000,-16250
2025/12/20/13:26,매수,대형저평가우량주,377740,바이오노트,10.43,0.35,3.5,5650,6320,-4150
2025/12/20/13:26,매수,실적호전주,238090,앤디포스,,0.47,-28.9,1864,2985,-1537
2025/12/20/13:26,매수,실적호전주,448710,코츠테크놀로지,10.3,1.73,19.8,16410,28700,-13800
2025/12/20/13:26,매수,성장주,425040,티이엠씨,12.29,0.85,7.2,7430,11440,-5920
2025/12/20/13:26,매수,수익성이좋은기업,489460,바이오비쥬,22.22,5.4,33.9,13980,26500,-11390
2025/12/21/10:22,매수,외국인지분율상승,13030,하이록코리아,8.88,0.94,11.4,33000,41500,-24700
2025/12/21/10:22,매수,외국인지분율상승,13570,디와이,5.52,0.31,6.0,4615,4845,-3330
2025/12/21/10:22,매수,외국인지분율상승,64820,케이프,21.16,1.46,7.5,10750,16700,-5390
2025/12/21/10:22,매수,외국인지분율상승,65770,CS,14.57,0.86,6.1,823,2650,-782
2025/12/21/10:22,매수,외국인지분율상승,65950,웰크론,,0.75,-7.2,-1719,2780,-1600
2025/12/21/10:22,매수,외국인지분율상승,84370,유진테크,26.59,4.02,16.9,73400,109000,-30550
2025/12/21/10:22,매수,외국인지분율상승,88340,유라클,28.01,2.01,9.8,14680,33700,-9780
2025/12/21/10:22,매수,외국인지분율상승,96350,대창솔루션,,2.51,-10.8,2280,3170,-306
2025/12/21/10:22,매수,외국인지분율상승,133820,화인베스틸,,1.66,-58.4,1780,2950,-782
2025/12/21/10:22,매수,외국인지분율상승,208710,포톤,,0.55,-17.0,2230,3820,-420
2025/12/21/10:22,매수,외국인지분율상승,235980,메드팩토,,3.91,-31.3,6590,8650,-2750
2025/12/21/10:22,매수,외국인지분율상승,240550,동방메디컬,50.01,1.82,4.6,8330,15490,-7200
2025/12/21/10:22,매수,외국인지분율상승,281820,케이씨텍,14.69,1.51,11.3,37100,46150,-22700
2025/12/21/10:22,매수,외국인지분율상승,397810,애드포러스,13.41,2.06,16.8,8100,17800,-7100
2025/12/21/10:22,매수,외국인지분율상승,484870,엠앤씨솔루션,40.99,7.62,21.8,137700,230000,-43100
2025/12/21/10:22,매수,외국인순매수,1200,유진투자증권,6.82,0.32,4.8,3495,4240,-2090
2025/12/21/10:22,매수,외국인순매수,1510,SK증권,,0.53,-13.9,657,826,-424
2025/12/21/10:22,매수,외국인순매수,3490,대한항공,6.34,0.8,13.2,22600,26750,-19990
2025/12/21/10:22,매수,외국인순매수,5940,NH투자증권,10.63,0.89,8.7,21000,23500,-12110
2025/12/21/10:22,매수,외국인순매수,6910,보성파워텍,42.26,2.78,6.8,5120,6230,-2100
2025/12/21/10:22,매수,외국인순매수,10140,삼성중공업,349.96,4.69,1.8,25400,32500,-11220
2025/12/21/10:22,매수,외국인순매수,65420,에스아이리소스,,2.49,-24.1,267,418,-204
2025/12/21/10:22,매수,외국인순매수,88980,맥쿼리인프라,,,,11630,12070,-10270
2025/12/21/10:22,매수,외국인순매수,200470,에이팩트,,4.6,-66.2,6000,6190,-1988
2025/12/21/10:22,매수,외국인순매수,205470,휴마시스,,0.46,-11.8,1029,2175,-984
2025/12/21/10:22,매수,외국인순매수,228760,지노믹트리,,5.4,-8.2,28550,29150,-11390
2025/12/21/10:22,매수,외국인순매수,264850,이랜시스,38.11,3.67,10.1,6300,6800,-3847
2025/12/21/10:22,매수,외국인순매수,270520,앱튼,,0.72,-27.5,369,1591,-340
2025/12/21/10:22,매수,외국인순매수,323410,카카오뱅크,23.57,1.58,7.0,21750,38750,-19800
2025/12/21/10:22,매수,가치주,29460,케이씨,7.28,0.43,6.1,24950,30650,-15620
2025/12/21/10:22,매수,대형저평가우량주,4490,세방전지,5.49,0.62,12.2,66400,88000,-57300
2025/12/21/10:22,매수,대형저평가우량주,23160,태광,14.25,1.11,8.2,24150,32300,-17100
2025/12/21/10:22,매수,대형저평가우량주,53800,안랩,19.28,1.75,10.4,63000,116700,-58000
2025/12/21/10:23,매수,대형저평가우량주,102710,이엔에프테크놀로지,21.24,1.66,8.2,46250,64000,-16250
2025/12/21/10:23,매수,대형저평가우량주,377740,바이오노트,10.43,0.35,3.5,5650,6320,-4150
2025/12/21/10:23,매수,실적호전주,238090,앤디포스,,0.47,-28.9,1864,2985,-1537
2025/12/21/10:23,매수,실적호전주,448710,코츠테크놀로지,10.3,1.73,19.8,16410,28700,-13800
2025/12/21/10:23,매수,성장주,425040,티이엠씨,12.29,0.85,7.2,7430,11440,-5920
2025/12/21/10:23,매수,수익성이좋은기업,489460,바이오비쥬,22.22,5.4,33.9,13980,26500,-11390
2025/12/22/22:43,매수,외국인지분율상승,0043Y0,TIMEFOLIO 차이나AI테크액티브,,,,14215,15010,-9405
2025/12/22/22:43,매수,외국인지분율상승,0093A0,RISE AI반도체TOP10,,,,16270,17660,-10140
2025/12/22/22:43,매수,외국인지분율상승,25550,한국선재,,0.68,-1.0,3510,6150,-3110
2025/12/22/22:44,매수,외국인지분율상승,25980,아난티,,0.98,-4.6,7820,11850,-5240
2025/12/22/22:44,매수,외국인지분율상승,30520,한글과컴퓨터,41.64,1.65,4.1,23900,35900,-17330
2025/12/22/22:44,매수,외국인지분율상승,50110,캠시스,,0.45,-24.7,470,1209,-431
2025/12/22/22:44,매수,외국인지분율상승,52860,아이앤씨,,1.09,-32.5,2305,3400,-1625
2025/12/22/22:44,매수,외국인지분율상승,59120,아진엑스텍,,2.05,-6.8,9370,9850,-5810
2025/12/22/22:44,매수,외국인지분율상승,68330,일신바이오,19.75,1.15,6.5,1703,2330,-948
2025/12/22/22:44,매수,외국인지분율상승,73010,케이에스피,11.85,2.54,26.0,4555,8260,-3490
2025/12/22/22:44,매수,외국인지분율상승,74430,아미노로직스,,1.57,-3.1,922,1308,-855
2025/12/22/22:44,매수,외국인지분율상승,84650,랩지노믹스,,0.65,-10.7,1900,3915,-1791
2025/12/22/22:44,매수,외국인지분율상승,88340,유라클,28.69,2.06,9.8,15040,33700,-9780
2025/12/22/22:44,매수,외국인지분율상승,89140,넥스턴앤롤코리아,,0.2,-9.5,2275,3480,-2110
2025/12/22/22:44,매수,외국인지분율상승,104830,원익머트리얼즈,12.39,0.82,6.8,31250,36450,-17080
2025/12/22/22:44,매수,외국인지분율상승,114630,폴라리스우노,6.41,0.3,5.5,507,559,-458
2025/12/22/22:44,매수,외국인지분율상승,228850,레이언스,11.12,0.33,3.2,5250,7570,-5000
2025/12/22/22:44,매수,외국인지분율상승,258790,소프트캠프,160.85,2.65,2.0,1446,2085,-840
2025/12/22/22:44,매수,외국인지분율상승,281820,케이씨텍,15.36,1.58,11.3,38800,46150,-22700
2025/12/22/22:44,매수,외국인지분율상승,351330,이삭엔지니어링,,1.84,-15.7,8990,12190,-6000
2025/12/22/22:44,매수,외국인지분율상승,353590,오토앤,,1.85,-20.9,3400,5650,-2745
2025/12/22/22:44,매수,외국인지분율상승,431190,케이쓰리아이,,1.28,-14.1,5210,7450,-3755
2025/12/22/22:44,매수,외국인지분율상승,445180,퓨릿,12.72,1.61,13.4,8970,10230,-4845
2025/12/22/22:44,매수,외국인순매수,900340,윙입푸드,2.81,0.18,7.0,835,1819,-791
2025/12/22/22:44,매수,외국인순매수,70,삼양홀딩스,19.51,0.26,1.4,62200,107100,-53600
2025/12/22/22:44,매수,외국인순매수,0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),,,,10225,10710,-8235
2025/12/22/22:44,매수,외국인순매수,0000J0,PLUS 한화그룹주,,,,24370,29335,-10540
2025/12/22/22:44,매수,외국인순매수,155,두산우,,,,504000,643000,-105200
2025/12/22/22:44,매수,외국인순매수,91810,티웨이항공,,3.83,-55.0,1483,4500,-1396
2025/12/22/22:44,매수,외국인순매수,122450,KX,2.12,0.39,27.1,3870,5620,-2780
2025/12/22/22:44,매수,외국인순매수,122630,KODEX 레버리지,,,,44105,47415,-12570
2025/12/22/22:44,매수,외국인순매수,185490,아이진,,0.97,-21.4,1630,3950,-1420
2025/12/22/22:44,매수,가치주,900340,윙입푸드,2.81,0.18,7.0,835,1819,-791
2025/12/22/22:44,매수,가치주,94970,제이엠티,5.31,0.34,6.9,2825,3260,-2050
2025/12/22/22:44,매수,중소형저평가우량주,900340,윙입푸드,2.81,0.18,7.0,835,1819,-791
2025/12/22/22:44,매수,중소형저평가우량주,590,CS홀딩스,3.05,0.29,10.4,81900,102100,-65500
2025/12/22/22:44,매수,중소형저평가우량주,14580,태경비케이,4.95,0.63,13.3,4905,6570,-4020
2025/12/22/22:44,매수,중소형저평가우량주,67280,멀티캠퍼스,6.33,0.91,15.2,33200,37000,-28050
2025/12/22/22:44,매수,중소형저평가우량주,94970,제이엠티,5.31,0.34,6.9,2825,3260,-2050
2025/12/22/22:44,매수,중소형저평가우량주,110990,디아이티,9.61,1.29,14.5,14710,19470,-11070
2025/12/22/22:44,매수,대형저평가우량주,16380,KG스틸,4.13,0.28,6.9,5500,7150,-5100
2025/12/22/22:44,매수,대형저평가우량주,18290,브이티,6.62,2.73,56.1,18120,45550,-17620
2025/12/22/22:44,매수,대형저평가우량주,31980,피에스케이홀딩스,10.35,2.3,24.8,46000,61500,-30200
2025/12/22/22:44,매수,대형저평가우량주,145720,덴티움,7.09,0.9,14.3,46550,85500,-44750
2025/12/22/22:44,매수,대형저평가우량주,462870,시프트업,13.63,2.83,31.3,37050,70200,-34800
2025/12/22/22:44,매수,실적호전주,1510,SK증권,,0.53,-13.9,661,826,-424
2025/12/22/22:44,매수,실적호전주,4710,한솔테크닉스,29.16,0.5,1.9,6100,7500,-3590
2025/12/22/22:44,매수,실적호전주,31980,피에스케이홀딩스,10.35,2.3,24.8,46000,61500,-30200
2025/12/22/22:44,매수,실적호전주,33320,제이씨현시스템,44.09,0.76,1.8,4280,7580,-4095
